ID,F635 Median,B635 Median,F532 Median,B532 Median
hAB9066,1359.0,0.0,1374.0,0.0
hAC7858,2600.0,0.0,1928.0,0.0
hAC7867,7402.0,0.0,4113.0,0.0
hAC7875,3005.0,0.0,3138.0,0.0
hAC7883,1971.0,0.0,1847.0,0.0
hAC8100,9960.0,0.0,4515.0,0.0
hAC8102,388.0,0.0,336.0,0.0
hAC8106,1836.0,0.0,878.0,0.0
hAC8115,1958.0,0.0,2160.0,0.0
hAA5264,2216.0,0.0,879.0,0.0
hAA5280,2097.0,0.0,2208.0,0.0
hAA6172,3434.0,0.0,1200.0,0.0
hAA6177,398.0,0.0,433.0,0.0
hAA6256,656.0,0.0,468.0,0.0
hAA6311,860.0,0.0,613.0,0.0
hAA9520,2802.0,0.0,1893.0,0.0
hAA9568,1809.0,0.0,1210.0,0.0
hAA9603,746.0,0.0,846.0,0.0
hAA9770,567.0,0.0,805.0,0.0
hAB0408,1782.0,0.0,1050.0,0.0
hAB0449,2733.0,0.0,2573.0,0.0
hAB0521,612.0,0.0,475.0,0.0
hAB0559,2010.0,0.0,1597.0,0.0
hAB7421,5233.0,0.0,2552.0,0.0
hAC8584,585.0,0.0,435.0,0.0
hAC9547,507.0,0.0,511.0,0.0
hAC9633,2098.0,0.0,895.0,0.0
hAC9667,8294.0,0.0,1067.0,0.0
hAC9756,10093.0,0.0,5689.0,0.0
hAA1384,3036.0,0.0,6065.0,0.0
hAA1392,2090.0,0.0,1699.0,0.0
hAA1395,3417.0,0.0,9921.0,0.0
hAA1404,5098.0,0.0,7693.0,0.0
hAA1562,4448.0,0.0,2411.0,0.0
hAA1571,2852.0,0.0,2712.0,0.0
hAA1575,6666.0,0.0,3832.0,0.0
hAA1595,798.0,0.0,402.0,0.0
hAA5175,1694.0,0.0,1828.0,0.0
hAA5230,2290.0,0.0,1540.0,0.0
hAD1638,464.0,0.0,443.0,0.0
hAD1652,791.0,0.0,569.0,0.0
hAD1681,1666.0,0.0,1789.0,0.0
hAD1691,12.0,0.0,0.0,0.0
hAD1206,689.0,0.0,710.0,0.0
hAD1225,4480.0,0.0,3279.0,0.0
hAD1245,1144.0,0.0,836.0,0.0
hAD1257,1646.0,0.0,979.0,0.0
hAD1530,2986.0,0.0,2838.0,0.0
hAD1534,462.0,0.0,1136.0,0.0
hAD1545,1323.0,0.0,393.0,0.0
hAD1549,1497.0,0.0,1324.0,0.0
hAC8518,280.0,0.0,176.0,0.0
hAC8535,954.0,0.0,1051.0,0.0
hAC8564,977.0,0.0,1543.0,0.0
hAB1462,2008.0,0.0,653.0,0.0
hAB1472,2758.0,0.0,1526.0,0.0
hAB1481,1454.0,0.0,1255.0,0.0
hAB6378,209.0,0.0,157.0,0.0
hAB6422,1634.0,0.0,1310.0,0.0
hAB6431,827.0,0.0,1217.0,0.0
hAB6441,898.0,0.0,997.0,0.0
hAB6779,3852.0,0.0,2822.0,0.0
hAB6783,6826.0,0.0,1075.0,0.0
hAB6792,940.0,0.0,406.0,0.0
hAB6797,5696.0,0.0,124.0,0.0
hAD1089,217.0,0.0,130.0,0.0
hAD1117,13019.0,0.0,4226.0,0.0
hAD1178,495.0,0.0,342.0,0.0
hAD1226,460.0,0.0,411.0,0.0
hAE0100,3760.0,0.0,3873.0,0.0
hAE0102,3613.0,0.0,3433.0,0.0
hAE0842,1149.0,0.0,1152.0,0.0
hAE0866,1876.0,0.0,1808.0,0.0
hAE0890,2089.0,0.0,1640.0,0.0
hAE0914,2164.0,0.0,2285.0,0.0
hAE0848,934.0,0.0,858.0,0.0
hAE0872,10679.0,0.0,13882.0,0.0
hAE0896,3062.0,0.0,2850.0,0.0
hAE0920,1220.0,0.0,1267.0,0.0
hAB1160,934.0,0.0,620.0,0.0
hAB1170,0.0,0.0,0.0,0.0
hAB1173,2265.0,0.0,2442.0,0.0
hAB1179,588.0,0.0,402.0,0.0
hAB1442,423.0,0.0,415.0,0.0
hAC4451,2268.0,0.0,220.0,0.0
hAD1881,952.0,0.0,1313.0,0.0
hAD1890,2441.0,0.0,2299.0,0.0
hAD1893,2498.0,0.0,2571.0,0.0
hAD1905,2338.0,0.0,634.0,0.0
hAD3765,679.0,0.0,486.0,0.0
hAD4080,400.0,0.0,428.0,0.0
hAD4344,540.0,0.0,351.0,0.0
hAD4352,319.0,0.0,206.0,0.0
hAE0048,5332.0,0.0,5008.0,0.0
hAE0050,450.0,0.0,335.0,0.0
hAE0052,1934.0,0.0,2327.0,0.0
hAE0054,3247.0,0.0,1251.0,0.0
hAE0096,1654.0,0.0,1399.0,0.0
hAE0098,60825.0,0.0,839.0,0.0
hAC0963,2040.0,0.0,1999.0,0.0
hAC0978,5485.0,0.0,5521.0,0.0
hAC1002,4387.0,0.0,6054.0,0.0
hAC1013,1498.0,0.0,2306.0,0.0
hAC1177,703.0,0.0,609.0,0.0
hAC1205,1135.0,0.0,781.0,0.0
hAC1207,2787.0,0.0,422.0,0.0
hAC1222,1723.0,0.0,1719.0,0.0
hAC4272,1903.0,0.0,2304.0,0.0
hAC4276,1582.0,0.0,1091.0,0.0
hAC4286,2851.0,0.0,3399.0,0.0
hAC4293,4749.0,0.0,4392.0,0.0
hAC4424,496.0,0.0,443.0,0.0
hAC4434,842.0,0.0,717.0,0.0
hAC4444,285.0,0.0,280.0,0.0
hAA9488,4208.0,0.0,5209.0,0.0
hAA9504,2269.0,0.0,2075.0,0.0
hAA9509,5646.0,0.0,1412.0,0.0
hAA9861,1376.0,0.0,1420.0,0.0
hAA9873,2708.0,0.0,2772.0,0.0
hAA9885,2417.0,0.0,3091.0,0.0
hAA9894,647.0,0.0,571.0,0.0
hAB7517,937.0,0.0,990.0,0.0
hAB7533,1010.0,0.0,932.0,0.0
hAB7555,816.0,0.0,746.0,0.0
hAB7569,1076.0,0.0,950.0,0.0
hAB8001,2587.0,0.0,2186.0,0.0
hAB8014,471.0,0.0,448.0,0.0
hAB8029,1176.0,0.0,639.0,0.0
hAB8056,1200.0,0.0,1173.0,0.0
hAA3899,2426.0,0.0,2422.0,0.0
hAA3901,735.0,0.0,619.0,0.0
hAA4367,1091.0,0.0,518.0,0.0
hAA4380,3113.0,0.0,2521.0,0.0
hAA4400,1727.0,0.0,1805.0,0.0
hAA4419,1456.0,0.0,2229.0,0.0
hAA7235,1967.0,0.0,2500.0,0.0
hAA7250,883.0,0.0,541.0,0.0
hAA7277,3107.0,0.0,2892.0,0.0
hAA7288,1570.0,0.0,1386.0,0.0
hAA7689,3304.0,0.0,1952.0,0.0
hAA7706,1135.0,0.0,771.0,0.0
hAA7718,1478.0,0.0,1211.0,0.0
hAA7722,952.0,0.0,895.0,0.0
hAA9484,1911.0,0.0,2130.0,0.0
hAA0532,1436.0,0.0,1356.0,0.0
hAA0712,20964.0,0.0,980.0,0.0
hAA0715,3776.0,0.0,3271.0,0.0
hAA0722,1558.0,0.0,1223.0,0.0
hAA0727,1534.0,0.0,840.0,0.0
hAA1902,6909.0,0.0,6443.0,0.0
hAA1910,3792.0,0.0,5157.0,0.0
hAA1919,7540.0,0.0,9003.0,0.0
hAA1925,1125.0,0.0,1078.0,0.0
hAA2096,6116.0,0.0,5403.0,0.0
hAA2107,2444.0,0.0,3343.0,0.0
chAA2111,3468.0,0.0,4696.0,0.0
hAA2115,0.0,0.0,0.0,0.0
hAA3886,2429.0,0.0,2134.0,0.0
hAA3895,2716.0,18.0,1132.0,0.0
hAC8100,13423.0,0.0,6336.0,0.0
hAC8102,396.0,0.0,301.0,0.0
hAC8106,1675.0,0.0,743.0,0.0
hAC8115,2842.0,0.0,3797.0,0.0
hAD2104,1010.0,0.0,854.0,0.0
hAD2202,942.0,0.0,772.0,0.0
hAD2264,1043.0,0.0,486.0,0.0
hAD2289,366.0,0.0,491.0,0.0
hAD4339,537.0,0.0,495.0,0.0
hAD4347,1122.0,0.0,630.0,0.0
hAD4356,609.0,0.0,545.0,0.0
hAD4357,1252.0,0.0,1378.0,0.0
hAA0514,3635.0,0.0,3076.0,0.0
hAA0520,1795.0,0.0,1808.0,0.0
hAA0525,1425.0,0.0,793.0,0.0
hAB0449,1790.0,0.0,2711.0,0.0
hAB0521,610.0,0.0,625.0,0.0
hAB0559,2498.0,0.0,2567.0,0.0
hAB7421,9971.0,0.0,4870.0,0.0
hAB7507,694.0,0.0,671.0,0.0
hAB7536,1818.0,0.0,1673.0,0.0
hAB7580,655.0,0.0,1095.0,0.0
hAB8893,1243.0,0.0,1327.0,0.0
hAB8957,2294.0,0.0,597.0,0.0
hAB9049,2098.0,0.0,3490.0,0.0
hAB9066,1375.0,0.0,1716.0,0.0
hAC7858,2625.0,0.0,2228.0,0.0
hAC7867,10597.0,0.0,6562.0,0.0
hAC7875,3530.0,0.0,4513.0,0.0
hAC7883,2180.0,0.0,2214.0,0.0
hAA1575,7352.0,0.0,4909.0,0.0
hAA1595,954.0,0.0,414.0,0.0
hAA5175,1801.0,0.0,2032.0,0.0
hAA5230,2010.0,0.0,1536.0,0.0
hAA5264,2284.0,0.0,1212.0,0.0
hAA5280,1902.0,0.0,2216.0,0.0
hAA6172,3228.0,0.0,1367.0,0.0
hAA6177,363.0,0.0,535.0,0.0
hAA6256,553.0,0.0,555.0,0.0
hAA6311,696.0,0.0,681.0,0.0
hAA9520,2589.0,0.0,2309.0,0.0
hAA9568,1932.0,0.0,1757.0,0.0
hAA9603,926.0,0.0,1311.0,0.0
hAA9770,566.0,0.0,952.0,0.0
hAB0408,1037.0,0.0,949.0,0.0
hAD1549,1302.0,0.0,1305.0,0.0
hAC8518,330.0,0.0,382.0,0.0
hAC8535,1217.0,0.0,1356.0,0.0
hAC8564,745.0,0.0,2172.0,0.0
hAC8584,502.0,0.0,494.0,0.0
hAC9547,605.0,0.0,925.0,0.0
hAC9633,2191.0,0.0,1475.0,0.0
hAC9667,8610.0,0.0,1331.0,0.0
hAC9756,10869.0,0.0,6584.0,0.0
hAA1384,3166.0,0.0,6327.0,0.0
hAA1392,1773.0,0.0,1403.0,0.0
hAA1395,3430.0,0.0,11864.0,0.0
hAA1404,4972.0,0.0,8992.0,0.0
hAA1562,4283.0,0.0,2659.0,0.0
hAA1571,2464.0,0.0,2614.0,0.0
chAB7233,3347.0,0.0,5380.0,0.0
chAA0450,1349.0,0.0,1535.0,0.0
xAA0118,1059.0,0.0,1334.0,0.0
No_DNA,0.0,0.0,0.0,0.0
xAA0087,408.0,0.0,507.0,0.0
xAA0087,129.0,0.0,163.0,0.0
xAA0087,67.0,0.0,94.0,0.0
xAA0087,0.0,0.0,0.0,0.0
hAD1206,564.0,0.0,666.0,0.0
hAD1225,4214.0,0.0,3070.0,0.0
hAD1245,894.0,0.0,655.0,0.0
hAD1257,1353.0,0.0,909.0,0.0
hAD1530,2618.0,0.0,2727.0,0.0
hAD1534,461.0,0.0,1191.0,0.0
hAD1545,1077.0,0.0,282.0,0.0
No_DNA,0.0,0.0,0.0,0.0
No_DNA,4.0,1.0,0.0,0.0
No_DNA,8.0,0.0,0.0,0.0
No_DNA,0.0,0.0,0.0,0.0
No_DNA,36.0,0.0,0.0,0.0
No_DNA,0.0,2.0,0.0,0.0
No_DNA,4.0,8.0,0.0,0.0
No_DNA,35.0,13.0,0.0,0.0
No_DNA,18.0,30.0,0.0,0.0
No_DNA,53.0,21.0,0.0,0.0
No_DNA,96.0,0.0,0.0,0.0
No_DNA,26.0,20.0,0.0,0.0
No_DNA,56.0,52.0,0.0,0.0
No_DNA,52.0,13.0,0.0,0.0
No_DNA,16.0,0.0,0.0,0.0
hAD6581,1266.0,0.0,860.0,0.0
hAD6849,594.0,0.0,453.0,0.0
hAD6892,625.0,0.0,350.0,0.0
hAD7525,2183.0,0.0,1987.0,0.0
hAD7876,202.0,0.0,123.0,0.0
hAD7880,1583.0,0.0,1343.0,0.0
hAD7886,1031.0,0.0,766.0,0.0
hAD7890,2074.0,11.0,1325.0,0.0
hAC7601,1950.0,4.0,1812.0,0.0
hAC8387,1182.0,0.0,746.0,0.0
hAD1289,286.0,0.0,136.0,0.0
hAD1926,328.0,0.0,271.0,0.0
No_DNA,0.0,0.0,0.0,0.0
No_DNA,124.0,0.0,49.0,0.0
No_DNA,0.0,0.0,0.0,0.0
hAC2038,420.0,0.0,888.0,0.0
hAC2093,1405.0,0.0,1320.0,0.0
hAC2209,541.0,0.0,676.0,0.0
hAC3805,1866.0,0.0,1363.0,0.0
hAC3898,921.0,0.0,954.0,0.0
hAC4136,1567.0,0.0,1386.0,0.0
hAC4296,1123.0,0.0,1062.0,0.0
hAC8742,2011.0,11.0,1151.0,0.0
hAC8752,670.0,8.0,361.0,0.0
hAC8771,1298.0,6.0,1168.0,0.0
hAC8776,1209.0,18.0,922.0,0.0
hAC9543,1567.0,10.0,1053.0,0.0
hAC9574,6.0,0.0,0.0,0.0
hAC9601,1853.0,0.0,1687.0,0.0
hAC9624,1127.0,18.0,792.0,0.0
hAA8303,1010.0,0.0,869.0,0.0
hAA8316,1438.0,0.0,1787.0,0.0
hAA8612,1232.0,0.0,1084.0,0.0
hAA8615,1624.0,0.0,1326.0,0.0
hAA8640,2000.0,16.0,1795.0,0.0
hAA8647,1587.0,0.0,1135.0,0.0
hAB5367,176.0,0.0,578.0,0.0
hAB5450,1936.0,0.0,1394.0,0.0
hAB5568,206.0,0.0,266.0,0.0
hAB5604,339.0,0.0,193.0,0.0
hAB6734,3391.0,0.0,1601.0,0.0
hAB6740,2142.0,0.0,886.0,0.0
hAB6746,1756.0,0.0,2418.0,0.0
hAB6749,850.0,0.0,779.0,0.0
hAC2015,849.0,0.0,893.0,0.0
hAA0527,798.0,0.0,1171.0,0.0
hAA0798,2565.0,0.0,545.0,0.0
hAA0809,1061.0,0.0,1419.0,0.0
hAA0814,905.0,0.0,691.0,0.0
hAA0818,2319.0,0.0,1580.0,0.0
hAA1132,1689.0,0.0,1541.0,0.0
hAA2248,991.0,0.0,325.0,0.0
hAA2256,1262.0,0.0,2600.0,0.0
hAA2262,3766.0,4.0,3742.0,0.0
hAA1486,2944.0,0.0,3009.0,0.0
hAA1620,1366.0,0.0,1253.0,0.0
hAA2417,2912.0,0.0,2081.0,0.0
hAA1932,1233.0,31.0,1621.0,0.0
hAA8292,585.0,0.0,987.0,0.0
hAA8299,6160.0,0.0,1765.0,0.0
hAD1707,719.0,0.0,504.0,0.0
hAD2982,341.0,0.0,299.0,0.0
hAD3844,1735.0,0.0,1797.0,0.0
hAD6312,257.0,0.0,267.0,0.0
hAD6224,1725.0,0.0,1690.0,0.0
hAD6244,309.0,0.0,284.0,0.0
hAD6254,1687.0,0.0,1468.0,0.0
hAD6258,1187.0,0.0,1003.0,0.0
hAD7815,791.0,0.0,435.0,0.0
hAD7822,836.0,0.0,578.0,0.0
hAD7824,750.0,0.0,577.0,0.0
hAD7830,461.0,0.0,202.0,0.0
hAA0481,406.0,0.0,413.0,0.0
hAA0506,527.0,0.0,418.0,0.0
hAA0508,755.0,0.0,528.0,0.0
hAB5108,1263.0,0.0,1563.0,0.0
hAB5116,1179.0,0.0,1222.0,0.0
hAB5126,1516.0,0.0,2122.0,0.0
hAC0232,379.0,0.0,352.0,0.0
hAC0252,1767.0,0.0,1184.0,0.0
hAC0259,2608.0,0.0,3004.0,0.0
hAC0266,245.0,0.0,230.0,0.0
hAC0653,2391.0,0.0,2095.0,0.0
hAC0663,421.0,0.0,473.0,0.0
hAC0676,1641.0,0.0,1753.0,0.0
hAC0682,1262.0,0.0,1150.0,0.0
hAA8688,624.0,0.0,578.0,0.0
hAA9156,288.0,0.0,184.0,0.0
hAA9254,1914.0,0.0,1781.0,0.0
hAA9796,997.0,0.0,698.0,0.0
hAE0292,30115.0,31.0,2093.0,0.0
hAE0294,269.0,0.0,153.0,0.0
hAA5475,834.0,0.0,698.0,0.0
hAA5488,4012.0,0.0,2669.0,0.0
hAA5514,2114.0,2.0,2013.0,0.0
hAA5534,2042.0,42.0,2159.0,0.0
hAA5765,3136.0,73.0,2841.0,0.0
hAA5785,2079.0,47.0,1877.0,0.0
hAA5794,792.0,50.0,826.0,0.0
hAA5798,1522.0,22.0,1292.0,0.0
hAB4577,1035.0,11.0,1079.0,0.0
hAB4595,709.0,0.0,730.0,0.0
hAB4623,444.0,0.0,493.0,0.0
hAB4716,406.0,0.0,486.0,0.0
hAB5099,507.0,0.0,537.0,0.0
hAC9376,961.0,0.0,822.0,0.0
hAE0511,1554.0,0.0,1769.0,0.0
hAE0515,728.0,0.0,537.0,0.0
hAE0537,738.0,0.0,876.0,0.0
hAE0551,1829.0,0.0,2118.0,0.0
No_DNA,136.0,0.0,135.0,0.0
No_DNA,324.0,83.0,325.0,0.0
No_DNA,85.0,45.0,0.0,0.0
No_DNA,498.0,72.0,449.0,0.0
hAE0240,543.0,18.0,637.0,0.0
hAE0242,1915.0,0.0,1416.0,0.0
hAE0244,566.0,11.0,545.0,0.0
hAE0246,1482.0,0.0,1410.0,0.0
hAE0288,149.0,0.0,108.0,0.0
hAE0290,5153.0,0.0,1638.0,0.0
hAC2732,2689.0,0.0,1804.0,0.0
hAC2740,768.0,0.0,880.0,0.0
hAC2749,328.0,0.0,403.0,0.0
hAC2786,2474.0,0.0,2092.0,0.0
hAC3158,2018.0,0.0,2238.0,0.0
hAC3180,710.0,0.0,763.0,0.0
hAC3186,1665.0,0.0,1509.0,0.0
hAC3217,736.0,0.0,930.0,0.0
hAC8562,1913.0,0.0,1963.0,0.0
hAC8589,1121.0,0.0,908.0,0.0
hAC8593,705.0,0.0,690.0,0.0
hAC8604,657.0,0.0,750.0,0.0
hAC9231,2040.0,0.0,1866.0,0.0
hAC9301,1650.0,0.0,2004.0,0.0
hAC9324,581.0,0.0,522.0,0.0
hAB1796,248.0,0.0,100.0,0.0
hAB1804,151.0,0.0,74.0,0.0
hAB1807,969.0,0.0,566.0,0.0
hAB2153,1366.0,0.0,966.0,0.0
hAB2170,679.0,0.0,681.0,0.0
hAB2177,112.0,0.0,13.0,0.0
hAB2188,408.0,0.0,372.0,0.0
hAB9281,370.0,0.0,308.0,0.0
hAB9289,464.0,0.0,363.0,0.0
hAB9295,549.0,0.0,573.0,0.0
hAB9304,1216.0,0.0,1291.0,0.0
hAB9504,421.0,0.0,481.0,0.0
hAB9524,590.0,0.0,573.0,0.0
hAB9576,1792.0,0.0,1795.0,0.0
hAB9581,1368.0,0.0,1286.0,0.0
hAA6228,1272.0,0.0,1172.0,0.0
hAA6249,783.0,0.0,523.0,0.0
hAA6484,2628.0,0.0,2259.0,0.0
hAA6490,793.0,0.0,891.0,0.0
hAA6503,312.0,0.0,325.0,0.0
hAA6506,1618.0,0.0,1536.0,0.0
hAA8501,3525.0,0.0,3034.0,0.0
hAA8505,940.0,0.0,800.0,0.0
hAA8516,4273.0,0.0,2511.0,0.0
hAA8519,1312.0,0.0,1402.0,0.0
hAA8701,3969.0,0.0,4624.0,0.0
hAA8710,1389.0,0.0,2494.0,0.0
hAA8714,2589.0,0.0,2950.0,0.0
hAA8717,511.0,0.0,408.0,0.0
hAB1774,823.0,0.0,1040.0,0.0
hAA1294,2938.0,47.0,1314.0,0.0
hAA1415,1966.0,0.0,1348.0,0.0
hAA1419,4492.0,0.0,3465.0,0.0
hAA1428,6804.0,36.0,2632.0,0.0
hAA1431,2232.0,47.0,2124.0,0.0
hAA2617,1748.0,0.0,1542.0,0.0
hAA2624,1130.0,0.0,1172.0,0.0
hAA2627,3004.0,0.0,1820.0,0.0
hAA2634,1267.0,0.0,1416.0,0.0
hAA2876,6135.0,0.0,6229.0,0.0
hAA2884,5677.0,0.0,4616.0,0.0
hAA2888,1323.0,0.0,3495.0,0.0
hAA2891,802.0,0.0,981.0,0.0
hAA6215,385.0,0.0,254.0,0.0
hAA6223,924.0,0.0,605.0,0.0
hAC9543,935.0,25.0,715.0,0.0
hAC9574,283.0,0.0,191.0,0.0
hAC9601,2023.0,0.0,2090.0,0.0
hAC9624,1000.0,25.0,663.0,0.0
hAC7601,1616.0,27.0,1597.0,0.0
hAC8387,790.0,0.0,422.0,0.0
hAD1289,223.0,0.0,99.0,0.0
hAD1926,371.0,0.0,330.0,0.0
No_DNA,25.0,0.0,0.0,0.0
No_DNA,24.0,0.0,0.0,0.0
No_DNA,38.0,0.0,0.0,0.0
No_DNA,12.0,0.0,0.0,0.0
hAA1263,562.0,0.0,520.0,0.0
hAA1267,6106.0,0.0,901.0,0.0
hAA1288,1528.0,0.0,1476.0,0.0
hAB6740,3163.0,0.0,1093.0,0.0
hAB6746,2643.0,0.0,3887.0,0.0
hAB6749,937.0,0.0,980.0,0.0
hAC2015,1203.0,0.0,1075.0,0.0
hAC2038,538.0,0.0,1070.0,0.0
hAC2093,502.0,0.0,155.0,0.0
hAC2209,810.0,0.0,1035.0,0.0
hAC3805,1134.0,0.0,980.0,0.0
hAC3898,941.0,0.0,1275.0,0.0
hAC4136,1542.0,0.0,1564.0,0.0
hAC4296,1155.0,0.0,1109.0,0.0
hAC8742,1761.0,0.0,976.0,0.0
hAC8752,647.0,0.0,386.0,0.0
hAC8771,1359.0,0.0,1408.0,0.0
hAC8776,1215.0,0.0,985.0,0.0
hAA2417,2499.0,0.0,2263.0,0.0
hAA1932,1100.0,0.0,1721.0,0.0
hAA8292,593.0,0.0,1102.0,0.0
hAA8299,8401.0,0.0,1999.0,0.0
hAA8303,887.0,0.0,789.0,0.0
hAA8316,918.0,0.0,1602.0,0.0
hAA8612,989.0,0.0,980.0,0.0
hAA8615,1031.0,0.0,1065.0,0.0
hAA8640,1219.0,0.0,1524.0,0.0
hAA8647,1076.0,0.0,1066.0,0.0
hAB5367,200.0,0.0,614.0,0.0
hAB5450,1797.0,0.0,1402.0,0.0
hAB5568,252.0,0.0,228.0,0.0
hAB5604,438.0,0.0,304.0,0.0
hAB6734,3780.0,0.0,2263.0,0.0
hAD7830,498.0,0.0,271.0,0.0
hAA0481,442.0,0.0,317.0,0.0
hAA0506,288.0,0.0,383.0,0.0
hAA0508,1079.0,0.0,722.0,0.0
hAA0527,672.0,0.0,1153.0,0.0
hAA0798,2765.0,9.0,567.0,0.0
hAA0809,756.0,0.0,1363.0,0.0
hAA0814,755.0,0.0,624.0,0.0
hAA0818,2072.0,0.0,1546.0,0.0
hAA1132,1003.0,0.0,1151.0,0.0
hAA2248,1063.0,0.0,403.0,0.0
hAA2256,866.0,0.0,2360.0,0.0
hAA2262,3614.0,0.0,3786.0,0.0
hAA1486,3212.0,0.0,3544.0,0.0
hAA1620,1215.0,0.0,1203.0,0.0
hAD6581,992.0,0.0,854.0,0.0
hAD6849,300.0,0.0,206.0,0.0
hAD6892,378.0,0.0,246.0,0.0
hAD7525,2147.0,0.0,2141.0,0.0
hAD7876,542.0,7.0,461.0,0.0
hAD7880,1537.0,39.0,1412.0,0.0
hAD7886,1043.0,61.0,868.0,0.0
hAD7890,1221.0,37.0,1030.0,0.0
hAD6224,1501.0,0.0,1767.0,0.0
hAD6244,331.0,0.0,437.0,0.0
hAD6254,1043.0,0.0,1255.0,0.0
hAD6258,989.0,0.0,928.0,0.0
hAD7815,609.0,0.0,318.0,0.0
hAD7822,389.0,0.0,243.0,0.0
hAD7824,511.0,0.0,678.0,0.0
hAD4366,1738.0,0.0,1246.0,0.0
No_DNA,13.0,0.0,0.0,0.0
No_DNA,45.0,0.0,0.0,0.0
No_DNA,0.0,0.0,0.0,0.0
No_DNA,0.0,0.0,0.0,0.0
No_DNA,0.0,0.0,0.0,0.0
No_DNA,2.0,0.0,0.0,0.0
No_DNA,0.0,0.0,0.0,0.0
No_DNA,0.0,0.0,0.0,0.0
No_DNA,0.0,0.0,0.0,0.0
No_DNA,0.0,0.0,0.0,0.0
No_DNA,0.0,0.0,0.0,0.0
No_DNA,0.0,0.0,0.0,0.0
No_DNA,0.0,0.0,0.0,0.0
No_DNA,45.0,0.0,0.0,0.0
xAA0107,1489.0,0.0,1305.0,0.0
xAA0109,1068.0,0.0,979.0,0.0
xAA0096,319.0,0.0,203.0,0.0
No_DNA,2450.0,0.0,1811.0,0.0
No_DNA,3181.0,0.0,2729.0,0.0
No_DNA,1567.0,2.0,1410.0,0.0
No_DNA,3147.0,14.0,2879.0,0.0
No_DNA,2731.0,0.0,2374.0,0.0
hAD2160,651.0,6.0,562.0,0.0
hAD2203,1376.0,10.0,1032.0,0.0
hAD2270,1432.0,12.0,1060.0,0.0
hAD2298,1721.0,20.0,1402.0,0.0
hAD4344,673.0,14.0,563.0,0.0
hAD4352,337.0,0.0,189.0,0.0
hAD4361,788.0,0.0,621.0,0.0
hAB7529,842.0,0.0,663.0,0.0
hAB7562,2363.0,0.0,3968.0,0.0
hAB7595,10570.0,13.0,7187.0,0.0
hAB8953,1505.0,22.0,1136.0,0.0
hAB8978,682.0,0.0,637.0,0.0
hAB9055,685.0,0.0,791.0,0.0
hAB9109,2245.0,4.0,2162.0,0.0
hAC7866,1097.0,0.0,1264.0,0.0
hAC7872,885.0,0.0,938.0,0.0
hAC7882,1099.0,0.0,1626.0,0.0
hAC7897,10369.0,18.0,8054.0,0.0
hAC8101,1955.0,20.0,2244.0,0.0
hAC8105,2021.0,8.0,1588.0,0.0
hAC8108,1425.0,0.0,1298.0,0.0
hAC8136,892.0,0.0,981.0,0.0
hAA5275,542.0,15.0,482.0,0.0
hAA5289,1274.0,0.0,1451.0,0.0
hAA6175,1394.0,0.0,2072.0,0.0
hAA6225,2768.0,7.0,1520.0,0.0
hAA6302,625.0,0.0,473.0,0.0
hAA6317,439.0,0.0,318.0,0.0
hAA9533,897.0,0.0,1023.0,0.0
hAA9576,3492.0,0.0,1078.0,0.0
hAA9746,998.0,0.0,1296.0,0.0
hAA9827,2032.0,0.0,2040.0,0.0
hAB0421,1058.0,0.0,1217.0,0.0
hAB0460,724.0,0.0,957.0,0.0
hAB0536,1839.0,0.0,1728.0,0.0
hAB0574,784.0,0.0,1010.0,0.0
hAB7428,570.0,0.0,548.0,0.0
hAC8602,491.0,0.0,551.0,0.0
hAC9557,738.0,0.0,980.0,0.0
hAC9649,2198.0,0.0,1801.0,0.0
hAC9687,1048.0,0.0,324.0,0.0
hAC9764,1023.0,0.0,996.0,0.0
hAA1388,495.0,0.0,452.0,0.0
hAA1394,2793.0,0.0,4236.0,0.0
hAA1396,7305.0,0.0,10551.0,0.0
hAA1411,945.0,0.0,1218.0,0.0
hAA1570,1366.0,0.0,1488.0,0.0
hAA1574,3203.0,0.0,3438.0,0.0
hAA1593,1957.0,0.0,2081.0,0.0
hAA1600,8559.0,43.0,27717.0,0.0
hAA5221,763.0,0.0,790.0,0.0
hAA5238,1367.0,0.0,1229.0,0.0
hAD1639,2103.0,0.0,1804.0,0.0
hAD1654,536.0,0.0,388.0,0.0
hAD1686,277.0,0.0,165.0,0.0
hAD1694,238.0,0.0,201.0,0.0
hAD1221,1604.0,0.0,1199.0,0.0
hAD1226,762.0,0.0,732.0,0.0
hAD1248,3946.0,0.0,3081.0,0.0
hAD1263,1204.0,0.0,1197.0,0.0
hAD1531,2679.0,0.0,2105.0,0.0
hAD1538,890.0,0.0,1091.0,0.0
hAD1548,905.0,0.0,852.0,0.0
hAD1554,595.0,0.0,660.0,0.0
hAC8529,1171.0,0.0,3609.0,0.0
hAC8544,2421.0,0.0,2526.0,0.0
hAC8580,1911.0,0.0,813.0,0.0
hAB1463,1349.0,0.0,734.0,0.0
hAB1473,1264.0,0.0,1422.0,0.0
hAB1492,2137.0,0.0,1518.0,0.0
hAB6417,414.0,0.0,270.0,0.0
hAB6426,512.0,0.0,428.0,0.0
hAB6432,523.0,0.0,427.0,0.0
hAB6454,1757.0,0.0,1614.0,0.0
hAB6781,9579.0,0.0,6048.0,0.0
hAB6789,0.0,0.0,0.0,0.0
hAB6795,10958.0,0.0,6399.0,0.0
hAB6803,2441.0,0.0,3303.0,0.0
